id,question_index,line_no,source,source_group,merged_name,model_name,embedding_model,x,y,reasoning
1,68871,1,step3_response.$parsed.models[0].explanation,step3_explanation,time value of money,compound interest,openai/text-embedding-3-small,-8.049488067626953,9.54195785522461,复利公式 A = P(1+r)^t 描述本金随利率和时间指数增长。债务月供本质是反向应用：固定月供448美元需45期偿清本金19895美元；若每期增至848美元，则t=ln(1+P*r/A)/ln(1+r)≈24期。加速偿还通过压缩t来减少r^t项的累积效应，从而降低总利息支出
2,68871,1,step3_response.$parsed.models[1].explanation,step3_explanation,debt management,amortized loan,openai/text-embedding-3-small,-7.265247344970703,9.945657730102539,标准摊销公式：每期应付本金= P×[r(1+r)^n]/[(1+r)^n-1]。原方案n=45，月供448；新方案n=24，每期偿付848。利息部分随本金基数下降而递减，提前清偿改变了n的约束条件，使整个偿债曲线向原点压缩
3,10762,2,step3_response.$parsed.models[0].explanation,step3_explanation,operating leverage,operating leverage,openai/text-embedding-3-small,-8.171442985534668,1.4109208583831787,固定成本（SS contributions）不随收入增加而增加，因此当收入提高时，单位收入分摊的固定成本下降，导致利润弹性远大于收入弹性。干预本质是利用这一杠杆效应提高利润率。
4,10672,3,step3_response.$parsed.models[0].explanation,step3_explanation,signaling theory,signaling model,openai/text-embedding-3-small,11.758488655090332,0.1057548001408577,Spence Signaling Model (1973): 在信息不对称的劳动力市场中，拥有私人信息的worker通过承担成本可观测的行动（如教育、项目成果）来向employer传递能力信号。雇主根据观测到的信号推断worker类型，更新信念并给出相应工资。均衡时，高能力worker会选择高信号成本行动以分离于低能力者。我的干预正是通过嵌入式项目成果这一'可观测行动'来发送能力信号，使市场重新评估用户的真实价值。
5,10672,3,step3_response.$parsed.models[1].explanation,step3_explanation,human capital theory,seci model,openai/text-embedding-3-small,5.568994522094727,3.6723721027374268,"Nonaka's SECI Model: 知识转化经过Socialization (社交化), Externalization (外部化), Combination (组合化), Internalization (内部化)四个阶段。用户当前的困境是知识停留在'Tacit Knowledge'(隐性知识)状态，无法被外部验证。干预的本质是触发Externalization阶段——将内化的C编程能力和系统理解转化为可观测的显性成果（代码、项目文档），从而完成知识形态的结构性转化。"
6,5050,4,step3_response.$parsed.models[0].explanation,step3_explanation,decision tree,decision tree,openai/text-embedding-3-small,2.2070395946502686,5.934711456298828,用户的决策形成一棵树状结构：根节点是现状（两个offer），分支是干预选择（推迟去面试 vs 立即接受Lockheed），叶子节点是各种结果（拿到大厂offer / 没拿到但有Lockheed经历 / 去School District）。根据各分支的概率和回报（$75k+成长 vs $78.7k+无成长）选择最优路径。
7,5050,4,step3_response.$parsed.models[1].explanation,step3_explanation,time value of money,discounted cash flow,openai/text-embedding-3-small,0.6334581971168518,3.884296417236328,将未来的职业收益折现到当前时刻比较：School District的$78.7k是短期高收益但无技能增长（未来收益为0或负），Lockheed的$75k+软件开发经验是短期略低但未来有技能溢价（下次跳槽可获得更高薪资）。DCF模型通过折现率将这种时间维度的不对称收益进行量化比较。
8,5050,4,step3_response.$parsed.models[2].explanation,step3_explanation,markov chain,markov chain,openai/text-embedding-3-small,2.7743890285491943,6.608612060546875,职业发展可建模为状态转移过程：当前状态（无软件开发经验）→ 可能的转移（Lockheed/School District）→ 下一状态（有开发经验/仍无开发经验）。选择Lockheed的转移概率为1（必然获得开发经验），选择School District的转移概率约为0（技能不会自动生成）。Markov Chain模型用于计算达到目标状态的最优转移路径。
9,67680,6,step3_response.$parsed.models[0].explanation,step3_explanation,stackelberg game,stackelberg game,openai/text-embedding-3-small,9.09545612335205,9.051427841186523,在Stackelberg博弈中，leader先行动（雇主公开薪资范围$60-70k），follower根据leader的行动来响应（candidate提出counter）。由于leader的行动会被follower观察到并且会影响follower的策略，leader需要考虑其承诺的可信性。candidate引用公开的薪资范围作为博弈的起始点，迫使HR在这个锚点框架内回应，否则将暴露其缺乏诚信
10,67680,6,step3_response.$parsed.models[1].explanation,step3_explanation,commitment,commitment problem,openai/text-embedding-3-small,7.945377349853516,9.431178092956543,当一方在博弈早期做出承诺或声明后，后期的行动选择会受到该承诺的约束。雇主在职位发布和面试时做出了$60-70k的承诺，现在给出$45k的offer意味着违反了之前的commitment。通过书面counter引用这一commitment，candidate迫使雇主面对其承诺不一致性问题，要么调整offer至合理区间，要么承担信誉损失的成本
11,47853,7,step3_response.$parsed.models[0].explanation,step3_explanation,dynamic games,sequential game with perfect information,openai/text-embedding-3-small,8.636178016662598,8.537028312683105,该模型描述行动有明确先后顺序的博弈结构。在此策略中，公司先做出接受counter的承诺（先行动），候选人随后获得评估窗口做出接受或婉拒决定（后行动）。后行动方可基于先行动方的选择进行最优决策，这种结构为候选人创造了信息收集和理性评估的时间窗口，同时公司因先做出承诺而被锁定在协商中。
12,47853,7,step3_response.$parsed.models[1].explanation,step3_explanation,bayesian updating,bayesian updating,openai/text-embedding-3-small,6.741405963897705,1.4210317134857178,在面对不完全信息时，通过获得新的观察数据（尽职调查结果、岗位细节信息）来更新对事件概率的信念。候选人利用公司接受条件后创造的时间窗口，收集额外信息并更新对岗位价值的判断，从而做出更理性的最终决策。
13,47853,7,step3_response.$parsed.models[2].explanation,step3_explanation,behavioral economics,sunk cost effect,openai/text-embedding-3-small,6.64922571182251,6.5812788009643555,公司因已在该候选人身上投入招聘时间和谈判成本（接受counter），产生继续推进而非转向其他候选人的沉没成本效应，这增加了候选人获得合理评估窗口期的可实现性。
14,102858,8,step3_response.$parsed.models[0].explanation,step3_explanation,taxable income adjustment,taxable income adjustment,openai/text-embedding-3-small,-11.9652738571167,2.9798049926757812,"The SEP IRA contribution formula (20% of net self-employment income) serves as a deterministic linear adjustment mechanism that modifies the input variable (gross income) before progressive tax brackets are applied, thereby reducing the final tax liability through the tax bracket threshold mechanism."
15,102858,8,step3_response.$parsed.models[1].explanation,step3_explanation,tax optimization,progressive marginal taxation,openai/text-embedding-3-small,-11.724353790283203,2.8292126655578613,"The US federal income tax applies different rates to income segments. Reducing taxable income by the contribution amount decreases tax by the marginal rate of the bracket where the income was originally situated, creating a non-linear relationship between deduction amount and tax savings."
16,102858,8,step3_response.$parsed.models[2].explanation,step3_explanation,self employment tax deduction,self employment tax deduction,openai/text-embedding-3-small,-11.98230266571045,2.753948926925659,"The SE tax system allows deduction of 50% of the SE tax paid from income when calculating income tax liability, creating an automatic secondary adjustment that compounds with the primary deduction, increasing the total tax benefit through a fixed proportional reduction."
17,6528,9,step3_response.$parsed.models[0].explanation,step3_explanation,bayesian updating,bayesian updating,openai/text-embedding-3-small,6.52617883682251,1.095259666442871,用户对floating position的认知处于高不确定性状态（先验概率模糊），通过向manager询问具体职责、团队结构、绩效考核方式等来获取新信息（likelihood），从而更新对岗位风险的评估（后验概率），使决策从'感觉哪个更好'转化为'基于可验证信息的概率判断'
18,6528,9,step3_response.$parsed.models[1].explanation,step3_explanation,utility maximization,expected utility theory,openai/text-embedding-3-small,1.621814489364624,4.010578155517578,用户在信息完备后，需要对两份工作进行投入产出比计算：E[U(parts)] = Σ p_i × u(outcome_i)，E[U(advising)] = Σ p_j × u(outcome_j)，选择期望效用更高的选项。消除不确定性后，决策遵循效用最大化原则而非情感偏好
19,86783,10,step3_response.$parsed.models[0].explanation,step3_explanation,signaling theory,signaling model,openai/text-embedding-3-small,11.33891773223877,1.5239825248718262,信息经济学/博弈论中的经典模型。 sender通过可观测行为向receiver传递隐藏的私有信息，receiver基于信号修正对sender类型的信念。在劳动力市场语境下，技术能力是私有信息，非技术title是低质量信号，GitHub贡献/技术博客/开源PR是不可轻易伪造的高质量信号，解决了credential与能力之间的信息不对称问题。
20,2669,11,step3_response.$parsed.models[0].explanation,step3_explanation,arbitrage,tax arbitrage,openai/text-embedding-3-small,-12.101631164550781,3.0026814937591553,"The strategy exploits the price difference (tax rate) between two instruments (W-2 salary vs. S-Corp distributions) for the identical income stream. By allocating income to the lower-tax instrument up to the 'reasonable salary' constraint, the model captures the spread between 15.3% SE tax and 0% FICA on distributions."
21,2669,11,step3_response.$parsed.models[1].explanation,step3_explanation,transfer pricing,transfer pricing,openai/text-embedding-3-small,-12.220026969909668,2.5415284633636475,"Income is reallocated between related entities (practice owner, S-Corp, spousal LLC) based on arm's-length compensation for services, capital, or assets. This reallocation path changes the taxable unit and thus the applicable tax rate, governed by Sections 267 and 482 of the Internal Revenue Code."
22,2669,11,step3_response.$parsed.models[2].explanation,step3_explanation,constrained optimization,constrained optimization,openai/text-embedding-3-small,-11.115071296691895,2.8522605895996094,"The entity selects contribution amounts to maximize tax savings, where the objective function is tax deduction value and constraints are annual limits defined by IRC Section 415. The optimal contribution hits the constraint boundary ($69k or 25% of net income) rather than intermediate values."
23,11706,12,step3_response.$parsed.models[0].explanation,step3_explanation,working memory model,working memory model,openai/text-embedding-3-small,5.766285419464111,2.651881694793701,Baddeley & Hitch的工作记忆模型（1974）指出人类认知处理依赖有限的'中央执行系统'容量。本干预将候选人从'需要在面试现场进行复杂叙事建构'的主动处理模式，转向'通过预编码schema自动提取已封装响应'的自动化检索模式，从而将认知负荷从高费的Active Processing降至低费的Task-Set Holding
24,11706,12,step3_response.$parsed.models[1].explanation,step3_explanation,human capital theory,schema theory,openai/text-embedding-3-small,5.983047008514404,2.532613515853882,Bartlett（1932）和Rumelhart（1980）的Schema Theory表明，人脑通过将信息编码入预定义结构（schema）实现高效存储与检索。检索发生时，系统不再进行全局搜索，而是通过'匹配-激活'机制直接提取。本干预将候选人的多元经验离散化重组为STAR类别的叙事schema，使面试响应检索从'生成性搜索'变为'模式匹配'，显著降低检索延迟
25,11706,12,step3_response.$parsed.models[2].explanation,step3_explanation,behavioral economics,bounded rationality,openai/text-embedding-3-small,4.993317604064941,2.558901309967041,Simon（1957）的有限理性理论指出，当认知计算成本超过阈值时，行为体会转向使用简化的决策heuristic。本干预创建的STAR响应预编译库实质上是构建了一套'行为选择启发式'：将原本需要现场复杂叙事建构的最优计算，替换为从预制响应库中进行模式匹配的satisficing策略，使面试响应行为从'计算密集型'转变为'检索密集型'
26,13567,13,step3_response.$parsed.models[0].explanation,step3_explanation,signaling theory,signaling game,openai/text-embedding-3-small,13.866666793823242,4.058266639709473,"A game-theoretic model where one party (the employee) sends costly or verifiable signals to another party (the employer) to resolve information asymmetry. In this solution, the quantified self-assessment report with market data and specific monetary impact serves as a credible signal of the employee's true market value, reducing the employer's informational advantage and shifting the negotiation outcome toward market-aligned compensation."
27,13567,13,step3_response.$parsed.models[1].explanation,step3_explanation,behavioral economics,reference dependent preferences,openai/text-embedding-3-small,6.055334091186523,11.003786087036133,"A behavioral economic model where outcomes are evaluated relative to a reference point rather than absolute values. The intervention provides a new external market reference point (£24,000-£26,000 range from market data), replacing the employee's current £18,000 salary as the psychological anchor. This reframes the status quo as a loss relative to market rate, increasing the perceived urgency for adjustment and changing the employer's decision calculus."
